Timestamp,Machine_ID,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kW,Fault_Occurred,Error_Code
2026-05-19 17:26:58.283160,Heavy-Extruder-B,84.36,4.64,417.53,135.13,83.06,0,NONE
2026-05-19 17:28:58.283160,Stamping-Press-C,97.37,3.82,409.18,136.55,82.26,0,NONE
2026-05-19 17:30:58.283160,Stamping-Press-C,80.43,4.99,422.03,119.52,74.26,0,NONE
2026-05-19 17:32:58.283160,Induction-Furnace-A,84.57,3.9,410.89,124.36,75.23,0,NONE
2026-05-19 17:34:58.283160,Cooling-Tower-D,85.58,4.42,429.85,124.93,79.06,0,NONE
2026-05-19 17:36:58.283160,Induction-Furnace-A,93.48,5.66,422.34,85.92,53.42,0,NONE
2026-05-19 17:38:58.283160,Induction-Furnace-A,62.53,3.97,411.02,96.17,58.19,0,NONE
2026-05-19 17:40:58.283160,Heavy-Extruder-B,78.93,3.24,415.1,110.92,67.79,0,NONE
2026-05-19 17:42:58.283160,Heavy-Extruder-B,87.11,3.66,418.77,111.58,68.79,0,NONE
2026-05-19 17:44:58.283160,Induction-Furnace-A,97.0,5.3,418.92,102.01,62.91,0,NONE
2026-05-19 17:46:58.283160,Stamping-Press-C,80.08,4.7,417.21,131.24,80.61,0,NONE
2026-05-19 17:48:58.283160,Heavy-Extruder-B,66.23,4.4,421.26,120.03,74.44,0,NONE
2026-05-19 17:50:58.283160,Cooling-Tower-D,91.2,4.09,414.39,116.78,71.24,0,NONE
2026-05-19 17:52:58.283160,Heavy-Extruder-B,78.65,4.89,413.17,101.16,61.53,0,NONE
2026-05-19 17:54:58.283160,Heavy-Extruder-B,73.1,3.82,413.27,119.33,72.6,0,NONE
2026-05-19 17:56:58.283160,Cooling-Tower-D,78.76,4.74,419.29,80.6,49.75,0,NONE
2026-05-19 17:58:58.283160,Induction-Furnace-A,83.15,3.91,416.83,117.56,72.14,0,NONE
2026-05-19 18:00:58.283160,Cooling-Tower-D,78.95,3.78,416.46,120.95,74.15,0,NONE
2026-05-19 18:02:58.283160,Induction-Furnace-A,62.94,3.99,418.98,123.63,76.26,0,NONE
2026-05-19 18:04:58.283160,Induction-Furnace-A,93.97,4.2,404.74,96.54,57.52,0,NONE
2026-05-19 18:06:58.283160,Induction-Furnace-A,97.75,4.46,416.55,123.37,75.66,0,NONE
2026-05-19 18:08:58.283160,Cooling-Tower-D,91.52,4.69,416.09,104.38,63.94,0,NONE
2026-05-19 18:10:58.283160,Induction-Furnace-A,73.62,1.55,423.34,107.81,67.19,0,NONE
2026-05-19 18:12:58.283160,Stamping-Press-C,82.99,3.85,407.36,130.77,78.42,0,NONE
2026-05-19 18:14:58.283160,Cooling-Tower-D,84.93,4.19,422.79,150.21,93.5,0,NONE
2026-05-19 18:16:58.283160,Stamping-Press-C,90.99,5.7,415.38,120.77,73.85,0,NONE
2026-05-19 18:18:58.283160,Induction-Furnace-A,91.68,3.64,417.44,107.74,66.22,0,NONE
2026-05-19 18:20:58.283160,Heavy-Extruder-B,77.66,4.63,423.38,122.83,76.56,0,NONE
2026-05-19 18:22:58.283160,Induction-Furnace-A,85.82,5.7,417.8,134.09,82.47,0,NONE
2026-05-19 18:24:58.283160,Stamping-Press-C,89.57,3.45,417.0,129.31,79.39,0,NONE
2026-05-19 18:26:58.283160,Stamping-Press-C,99.56,4.82,416.21,161.15,98.74,0,NONE
2026-05-19 18:28:58.283160,Cooling-Tower-D,92.05,3.86,412.58,109.27,66.37,0,NONE
2026-05-19 18:30:58.283160,Heavy-Extruder-B,92.89,4.1,414.86,123.78,75.6,0,NONE
2026-05-19 18:32:58.283160,Cooling-Tower-D,85.84,10.36,411.42,143.23,86.76,1,ERR-VIB-WARN
2026-05-19 18:34:58.283160,Stamping-Press-C,99.1,3.91,414.78,142.29,86.89,0,NONE
2026-05-19 18:36:58.283160,Induction-Furnace-A,89.1,6.68,403.32,90.75,53.88,0,NONE
2026-05-19 18:38:58.283160,Heavy-Extruder-B,76.39,5.18,417.15,119.95,73.66,0,NONE
2026-05-19 18:40:58.283160,Induction-Furnace-A,99.03,5.38,414.39,142.27,86.79,0,NONE
2026-05-19 18:42:58.283160,Induction-Furnace-A,91.98,4.89,413.32,163.36,99.4,0,NONE
2026-05-19 18:44:58.283160,Heavy-Extruder-B,80.57,3.21,416.1,130.56,79.98,0,NONE
2026-05-19 18:46:58.283160,Cooling-Tower-D,80.21,4.82,407.83,114.48,68.74,0,NONE
2026-05-19 18:48:58.283160,Induction-Furnace-A,87.97,5.36,424.65,104.86,65.56,0,NONE
2026-05-19 18:50:58.283160,Stamping-Press-C,89.63,3.82,414.49,153.28,93.53,0,NONE
2026-05-19 18:52:58.283160,Induction-Furnace-A,86.97,5.27,414.27,130.93,79.85,0,NONE
2026-05-19 18:54:58.283160,Heavy-Extruder-B,88.11,5.06,410.17,107.28,64.78,0,NONE
2026-05-19 18:56:58.283160,Heavy-Extruder-B,102.0,5.98,415.12,116.95,71.47,0,NONE
2026-05-19 18:58:58.283160,Heavy-Extruder-B,95.72,4.17,421.93,124.65,77.43,0,NONE
2026-05-19 19:00:58.283160,Cooling-Tower-D,86.91,3.62,420.18,128.16,79.28,0,NONE
2026-05-19 19:02:58.283160,Induction-Furnace-A,94.41,4.21,419.27,106.51,65.74,0,NONE
2026-05-19 19:04:58.283160,Cooling-Tower-D,74.67,5.65,417.73,110.79,68.13,0,NONE
2026-05-19 19:06:58.283160,Cooling-Tower-D,88.98,3.04,413.21,95.21,57.92,0,NONE
2026-05-19 19:08:58.283160,Heavy-Extruder-B,103.09,2.85,407.75,135.6,81.4,0,NONE
2026-05-19 19:10:58.283160,Heavy-Extruder-B,82.82,4.57,413.99,114.88,70.01,0,NONE
2026-05-19 19:12:58.283160,Cooling-Tower-D,76.52,4.15,413.82,126.99,77.37,0,NONE
2026-05-19 19:14:58.283160,Induction-Furnace-A,78.48,4.51,420.24,141.33,87.44,0,NONE
2026-05-19 19:16:58.283160,Stamping-Press-C,74.1,5.26,416.55,123.3,75.61,0,NONE
2026-05-19 19:18:58.283160,Cooling-Tower-D,77.15,4.06,423.06,118.31,73.68,0,NONE
2026-05-19 19:20:58.283160,Induction-Furnace-A,81.29,3.0,420.99,122.91,76.18,0,NONE
2026-05-19 19:22:58.283160,Heavy-Extruder-B,70.94,6.14,412.72,120.95,73.49,0,NONE
2026-05-19 19:24:58.283160,Heavy-Extruder-B,85.16,3.7,406.02,138.69,82.9,0,NONE
2026-05-19 19:26:58.283160,Induction-Furnace-A,94.02,3.65,421.93,124.66,77.44,0,NONE
2026-05-19 19:28:58.283160,Stamping-Press-C,75.92,5.38,421.8,111.83,69.45,0,NONE
2026-05-19 19:30:58.283160,Heavy-Extruder-B,100.19,4.19,408.17,135.72,81.55,0,NONE
2026-05-19 19:32:58.283160,Heavy-Extruder-B,90.11,4.45,422.55,138.46,86.13,0,NONE
2026-05-19 19:34:58.283160,Heavy-Extruder-B,95.31,4.89,416.91,99.93,61.33,0,NONE
2026-05-19 19:36:58.283160,Induction-Furnace-A,78.42,5.37,415.8,142.99,87.53,0,NONE
2026-05-19 19:38:58.283160,Cooling-Tower-D,93.55,4.23,423.07,125.47,78.15,0,NONE
2026-05-19 19:40:58.283160,Heavy-Extruder-B,74.08,5.72,421.72,124.25,77.14,0,NONE
2026-05-19 19:42:58.283160,Cooling-Tower-D,93.9,2.79,418.26,135.1,83.19,0,NONE
2026-05-19 19:44:58.283160,Stamping-Press-C,86.72,5.11,417.37,111.5,68.51,0,NONE
2026-05-19 19:46:58.283160,Heavy-Extruder-B,90.53,3.83,418.08,134.31,82.67,0,NONE
2026-05-19 19:48:58.283160,Heavy-Extruder-B,73.24,5.6,413.0,114.35,69.53,0,NONE
2026-05-19 19:50:58.283160,Stamping-Press-C,76.05,4.61,414.72,97.88,59.76,0,NONE
2026-05-19 19:52:58.283160,Heavy-Extruder-B,90.97,3.96,410.49,105.03,63.47,0,NONE
2026-05-19 19:54:58.283160,Cooling-Tower-D,75.52,5.03,413.33,128.51,78.2,0,NONE
2026-05-19 19:56:58.283160,Induction-Furnace-A,89.63,5.21,413.17,105.82,64.37,0,NONE
2026-05-19 19:58:58.283160,Cooling-Tower-D,71.33,5.01,411.82,144.15,87.4,0,NONE
2026-05-19 20:00:58.283160,Induction-Furnace-A,93.48,3.68,415.68,137.84,84.35,0,NONE
2026-05-19 20:02:58.283160,Induction-Furnace-A,72.67,4.11,413.38,140.0,85.2,0,NONE
2026-05-19 20:04:58.283160,Cooling-Tower-D,90.52,4.5,417.51,121.87,74.91,0,NONE
2026-05-19 20:06:58.283160,Cooling-Tower-D,91.26,4.47,406.89,123.87,74.2,0,NONE
2026-05-19 20:08:58.283160,Cooling-Tower-D,78.03,5.1,414.43,102.09,62.29,0,NONE
2026-05-19 20:10:58.283160,Cooling-Tower-D,90.82,2.89,415.66,134.94,82.57,0,NONE
2026-05-19 20:12:58.283160,Stamping-Press-C,87.6,4.77,413.45,125.7,76.51,0,NONE
2026-05-19 20:14:58.283160,Heavy-Extruder-B,79.61,4.27,414.14,128.51,78.35,0,NONE
2026-05-19 20:16:58.283160,Induction-Furnace-A,74.91,3.83,407.07,145.32,87.09,0,NONE
2026-05-19 20:18:58.283160,Cooling-Tower-D,65.37,3.91,416.78,110.91,68.05,0,NONE
2026-05-19 20:20:58.283160,Cooling-Tower-D,88.5,4.33,418.24,118.11,72.72,0,NONE
2026-05-19 20:22:58.283160,Cooling-Tower-D,69.35,1.62,417.47,124.9,76.76,0,NONE
2026-05-19 20:24:58.283160,Stamping-Press-C,85.95,3.94,420.19,105.97,65.55,0,NONE
2026-05-19 20:26:58.283160,Cooling-Tower-D,82.37,3.8,416.01,117.19,71.77,0,NONE
2026-05-19 20:28:58.283160,Cooling-Tower-D,91.79,4.93,417.39,127.39,78.28,0,NONE
2026-05-19 20:30:58.283160,Cooling-Tower-D,81.98,3.86,415.78,115.12,70.47,0,NONE
2026-05-19 20:32:58.283160,Heavy-Extruder-B,81.71,4.33,418.44,139.63,86.02,0,NONE
2026-05-19 20:34:58.283160,Stamping-Press-C,92.32,5.73,407.11,97.34,58.34,0,NONE
2026-05-19 20:36:58.283160,Cooling-Tower-D,88.35,5.3,410.53,136.84,82.71,0,NONE
2026-05-19 20:38:58.283160,Induction-Furnace-A,88.16,5.22,422.93,129.92,80.89,0,NONE
2026-05-19 20:40:58.283160,Induction-Furnace-A,89.69,4.1,402.7,111.47,66.08,0,NONE
2026-05-19 20:42:58.283160,Induction-Furnace-A,69.64,4.93,414.3,106.13,64.73,0,NONE
2026-05-19 20:44:58.283160,Stamping-Press-C,92.57,4.31,420.86,88.8,55.02,0,NONE
2026-05-19 20:46:58.283160,Stamping-Press-C,91.12,4.34,414.53,108.07,65.95,0,NONE
2026-05-19 20:48:58.283160,Induction-Furnace-A,74.83,4.83,412.97,135.71,82.51,0,NONE
2026-05-19 20:50:58.283160,Cooling-Tower-D,82.56,4.02,415.65,119.16,72.92,0,NONE
2026-05-19 20:52:58.283160,Stamping-Press-C,84.61,5.69,413.23,137.44,83.62,0,NONE
2026-05-19 20:54:58.283160,Induction-Furnace-A,83.66,4.37,415.15,110.7,67.66,0,NONE
2026-05-19 20:56:58.283160,Induction-Furnace-A,88.34,4.99,411.58,130.61,79.14,0,NONE
2026-05-19 20:58:58.283160,Cooling-Tower-D,99.31,5.66,420.54,109.24,67.63,0,NONE
2026-05-19 21:00:58.283160,Heavy-Extruder-B,95.82,5.33,422.12,105.52,65.57,0,NONE
2026-05-19 21:02:58.283160,Stamping-Press-C,71.88,3.37,414.33,118.39,72.22,0,NONE
2026-05-19 21:04:58.283160,Cooling-Tower-D,91.22,4.86,408.07,110.03,66.1,0,NONE
2026-05-19 21:06:58.283160,Induction-Furnace-A,98.29,5.18,412.38,96.86,58.8,0,NONE
2026-05-19 21:08:58.283160,Induction-Furnace-A,88.87,5.21,414.08,117.27,71.49,0,NONE
2026-05-19 21:10:58.283160,Cooling-Tower-D,95.91,3.61,417.53,121.6,74.74,0,NONE
2026-05-19 21:12:58.283160,Stamping-Press-C,105.12,3.97,409.96,139.03,83.91,0,NONE
2026-05-19 21:14:58.283160,Heavy-Extruder-B,95.24,5.3,411.15,134.05,81.14,0,NONE
2026-05-19 21:16:58.283160,Heavy-Extruder-B,87.49,3.89,417.55,138.3,85.02,0,NONE
2026-05-19 21:18:58.283160,Induction-Furnace-A,95.45,4.26,419.69,130.81,80.82,0,NONE
2026-05-19 21:20:58.283160,Stamping-Press-C,86.45,5.76,411.89,124.99,75.79,0,NONE
2026-05-19 21:22:58.283160,Heavy-Extruder-B,85.24,4.46,408.33,101.57,61.06,0,NONE
2026-05-19 21:24:58.283160,Stamping-Press-C,81.49,3.92,431.42,122.25,77.64,0,NONE
2026-05-19 21:26:58.283160,Stamping-Press-C,100.63,3.8,418.92,128.95,79.53,0,NONE
2026-05-19 21:28:58.283160,Induction-Furnace-A,76.82,4.77,413.66,141.86,86.39,0,NONE
2026-05-19 21:30:58.283160,Heavy-Extruder-B,100.32,3.43,419.35,130.29,80.44,0,NONE
2026-05-19 21:32:58.283160,Cooling-Tower-D,130.0,4.3,414.38,218.61,133.36,1,ERR-TEMP-HIGH
2026-05-19 21:34:58.283160,Induction-Furnace-A,71.01,4.77,419.34,104.52,64.53,0,NONE
2026-05-19 21:36:58.283160,Heavy-Extruder-B,88.68,5.54,415.8,115.1,70.46,0,NONE
2026-05-19 21:38:58.283160,Heavy-Extruder-B,64.0,5.03,415.46,126.44,77.34,0,NONE
2026-05-19 21:40:58.283160,Heavy-Extruder-B,91.26,3.93,414.43,137.41,83.84,0,NONE
2026-05-19 21:42:58.283160,Heavy-Extruder-B,93.85,5.44,407.76,117.82,70.73,0,NONE
2026-05-19 21:44:58.283160,Heavy-Extruder-B,79.08,4.26,424.69,118.76,74.25,0,NONE
2026-05-19 21:46:58.283160,Stamping-Press-C,86.24,3.51,410.29,130.31,78.71,0,NONE
2026-05-19 21:48:58.283160,Induction-Furnace-A,104.54,4.36,408.2,103.11,61.97,0,NONE
2026-05-19 21:50:58.283160,Stamping-Press-C,79.94,5.65,413.94,144.11,87.82,0,NONE
2026-05-19 21:52:58.283160,Cooling-Tower-D,74.41,4.63,410.19,106.81,64.5,0,NONE
2026-05-19 21:54:58.283160,Heavy-Extruder-B,99.82,4.51,414.74,91.22,55.7,0,NONE
2026-05-19 21:56:58.283160,Induction-Furnace-A,104.63,5.81,418.44,120.15,74.02,0,NONE
2026-05-19 21:58:58.283160,Heavy-Extruder-B,85.04,3.35,419.98,145.48,89.95,0,NONE
2026-05-19 22:00:58.283160,Induction-Furnace-A,95.11,3.47,419.07,128.8,79.46,0,NONE
2026-05-19 22:02:58.283160,Stamping-Press-C,98.41,3.21,413.47,131.27,79.9,0,NONE
2026-05-19 22:04:58.283160,Induction-Furnace-A,77.58,4.8,415.25,120.62,73.74,0,NONE
2026-05-19 22:06:58.283160,Cooling-Tower-D,80.15,4.63,417.04,117.71,72.27,0,NONE
2026-05-19 22:08:58.283160,Cooling-Tower-D,97.31,5.73,406.21,96.83,57.9,0,NONE
2026-05-19 22:10:58.283160,Induction-Furnace-A,101.85,4.69,417.85,86.11,52.97,0,NONE
2026-05-19 22:12:58.283160,Induction-Furnace-A,90.63,4.18,407.71,122.94,73.8,0,NONE
2026-05-19 22:14:58.283160,Induction-Furnace-A,76.2,4.5,425.2,139.69,87.44,0,NONE
2026-05-19 22:16:58.283160,Induction-Furnace-A,104.87,4.59,412.98,125.16,76.1,0,NONE
2026-05-19 22:18:58.283160,Cooling-Tower-D,79.69,3.16,414.08,129.35,78.85,0,NONE
2026-05-19 22:20:58.283160,Heavy-Extruder-B,81.65,6.67,411.15,143.76,87.01,0,NONE
2026-05-19 22:22:58.283160,Induction-Furnace-A,88.42,4.92,411.85,124.93,75.75,0,NONE
2026-05-19 22:24:58.283160,Induction-Furnace-A,100.54,4.67,426.37,118.16,74.17,0,NONE
2026-05-19 22:26:58.283160,Cooling-Tower-D,93.54,4.99,419.7,107.72,66.56,0,NONE
2026-05-19 22:28:58.283160,Cooling-Tower-D,89.15,5.07,407.25,150.33,90.13,0,NONE
2026-05-19 22:30:58.283160,Stamping-Press-C,89.63,4.39,422.52,127.9,79.56,0,NONE
2026-05-19 22:32:58.283160,Induction-Furnace-A,85.44,4.0,420.97,105.85,65.6,0,NONE
2026-05-19 22:34:58.283160,Stamping-Press-C,90.58,4.98,413.59,102.43,62.37,0,NONE
2026-05-19 22:36:58.283160,Cooling-Tower-D,59.7,4.81,416.53,138.8,85.11,0,NONE
2026-05-19 22:38:58.283160,Cooling-Tower-D,82.03,3.85,414.93,104.44,63.8,0,NONE
2026-05-19 22:40:58.283160,Heavy-Extruder-B,87.41,5.64,424.86,147.81,92.45,0,NONE
2026-05-19 22:42:58.283160,Induction-Furnace-A,73.49,4.73,411.02,78.65,47.59,0,NONE
2026-05-19 22:44:58.283160,Stamping-Press-C,88.86,5.08,415.73,141.34,86.5,0,NONE
2026-05-19 22:46:58.283160,Cooling-Tower-D,82.96,5.61,412.86,127.3,77.38,0,NONE
2026-05-19 22:48:58.283160,Cooling-Tower-D,102.55,4.52,407.83,121.78,73.12,0,NONE
2026-05-19 22:50:58.283160,Stamping-Press-C,100.73,4.75,425.96,117.37,73.6,0,NONE
2026-05-19 22:52:58.283160,Heavy-Extruder-B,80.34,5.15,409.09,148.36,89.35,0,NONE
2026-05-19 22:54:58.283160,Cooling-Tower-D,83.49,3.92,416.1,130.61,80.01,0,NONE
2026-05-19 22:56:58.283160,Induction-Furnace-A,84.26,4.54,406.3,106.45,63.67,0,NONE
2026-05-19 22:58:58.283160,Cooling-Tower-D,80.48,4.6,413.0,94.22,57.29,0,NONE
2026-05-19 23:00:58.283160,Induction-Furnace-A,86.95,3.74,417.11,122.66,75.32,0,NONE
2026-05-19 23:02:58.283160,Stamping-Press-C,77.42,6.35,410.88,119.98,72.58,0,NONE
2026-05-19 23:04:58.283160,Induction-Furnace-A,73.69,3.37,417.93,97.2,59.81,0,NONE
2026-05-19 23:06:58.283160,Stamping-Press-C,91.23,3.46,413.65,119.17,72.57,0,NONE
2026-05-19 23:08:58.283160,Induction-Furnace-A,91.3,5.55,420.8,111.39,69.01,0,NONE
2026-05-19 23:10:58.283160,Stamping-Press-C,76.96,5.07,421.81,120.14,74.6,0,NONE
2026-05-19 23:12:58.283160,Induction-Furnace-A,93.95,3.68,412.07,130.89,79.4,0,NONE
2026-05-19 23:14:58.283160,Heavy-Extruder-B,78.68,4.99,415.38,142.39,87.07,0,NONE
2026-05-19 23:16:58.283160,Induction-Furnace-A,87.53,5.67,415.92,133.63,81.83,0,NONE
2026-05-19 23:18:58.283160,Induction-Furnace-A,93.2,4.48,418.1,109.18,67.2,0,NONE
2026-05-19 23:20:58.283160,Heavy-Extruder-B,84.66,6.58,415.07,125.53,76.71,0,NONE
2026-05-19 23:22:58.283160,Cooling-Tower-D,89.55,3.12,415.95,120.95,74.06,0,NONE
2026-05-19 23:24:58.283160,Cooling-Tower-D,79.84,5.06,413.78,100.02,60.93,0,NONE
2026-05-19 23:26:58.283160,Induction-Furnace-A,83.04,5.43,415.58,125.97,77.07,0,NONE
2026-05-19 23:28:58.283160,Heavy-Extruder-B,82.94,5.21,421.49,147.85,91.74,0,NONE
2026-05-19 23:30:58.283160,Induction-Furnace-A,77.53,4.34,418.23,120.49,74.19,0,NONE
2026-05-19 23:32:58.283160,Stamping-Press-C,83.23,4.27,418.51,96.09,59.2,0,NONE
2026-05-19 23:34:58.283160,Stamping-Press-C,69.51,4.86,418.62,120.45,74.23,0,NONE
2026-05-19 23:36:58.283160,Induction-Furnace-A,80.09,5.15,414.23,101.79,62.08,0,NONE
2026-05-19 23:38:58.283160,Cooling-Tower-D,82.15,4.98,416.59,132.95,81.54,0,NONE
2026-05-19 23:40:58.283160,Cooling-Tower-D,82.44,5.33,409.57,127.87,77.1,0,NONE
2026-05-19 23:42:58.283160,Induction-Furnace-A,82.59,3.68,421.34,117.44,72.85,0,NONE
2026-05-19 23:44:58.283160,Induction-Furnace-A,84.38,4.32,401.09,115.03,67.92,0,NONE
2026-05-19 23:46:58.283160,Stamping-Press-C,89.79,3.75,414.56,116.82,71.3,0,NONE
2026-05-19 23:48:58.283160,Cooling-Tower-D,93.75,4.19,420.7,120.12,74.4,0,NONE
2026-05-19 23:50:58.283160,Induction-Furnace-A,78.5,5.31,408.18,108.42,65.15,0,NONE
2026-05-19 23:52:58.283160,Stamping-Press-C,72.97,4.59,417.0,99.18,60.89,0,NONE
2026-05-19 23:54:58.283160,Cooling-Tower-D,74.58,6.59,411.6,137.08,83.06,0,NONE
2026-05-19 23:56:58.283160,Heavy-Extruder-B,80.13,4.65,413.16,114.22,69.47,0,NONE
2026-05-19 23:58:58.283160,Stamping-Press-C,81.48,4.55,419.73,122.51,75.7,0,NONE
2026-05-20 00:00:58.283160,Cooling-Tower-D,77.3,4.58,415.99,124.28,76.11,0,NONE
2026-05-20 00:02:58.283160,Cooling-Tower-D,72.04,3.99,404.83,124.83,74.4,0,NONE
2026-05-20 00:04:58.283160,Stamping-Press-C,80.44,4.45,410.12,102.39,61.82,0,NONE
2026-05-20 00:06:58.283160,Heavy-Extruder-B,86.81,5.4,419.88,94.86,58.64,0,NONE
2026-05-20 00:08:58.283160,Stamping-Press-C,90.95,4.59,417.24,111.17,68.29,0,NONE
2026-05-20 00:10:58.283160,Cooling-Tower-D,79.43,3.87,423.74,125.94,78.56,0,NONE
2026-05-20 00:12:58.283160,Induction-Furnace-A,80.87,3.76,423.41,109.08,68.0,0,NONE
2026-05-20 00:14:58.283160,Induction-Furnace-A,75.73,4.14,413.29,114.68,69.77,0,NONE
2026-05-20 00:16:58.283160,Stamping-Press-C,84.69,4.56,427.52,151.91,95.61,0,NONE
2026-05-20 00:18:58.283160,Cooling-Tower-D,76.52,5.45,415.12,92.32,56.42,0,NONE
2026-05-20 00:20:58.283160,Induction-Furnace-A,90.73,3.43,410.19,108.67,65.63,0,NONE
2026-05-20 00:22:58.283160,Cooling-Tower-D,67.14,4.24,411.83,148.45,90.0,0,NONE
2026-05-20 00:24:58.283160,Stamping-Press-C,81.4,4.62,403.72,119.33,70.92,0,NONE
2026-05-20 00:26:58.283160,Induction-Furnace-A,88.01,3.03,423.04,109.41,68.14,0,NONE
2026-05-20 00:28:58.283160,Cooling-Tower-D,86.84,3.83,422.97,137.53,85.64,0,NONE
2026-05-20 00:30:58.283160,Induction-Furnace-A,111.93,3.96,409.92,120.83,72.92,1,ERR-TEMP-HIGH
2026-05-20 00:32:58.283160,Stamping-Press-C,88.5,3.86,413.86,114.78,69.93,0,NONE
2026-05-20 00:34:58.283160,Cooling-Tower-D,74.96,4.65,415.48,122.89,75.16,0,NONE
2026-05-20 00:36:58.283160,Induction-Furnace-A,84.05,4.37,410.2,110.13,66.51,0,NONE
2026-05-20 00:38:58.283160,Stamping-Press-C,67.24,4.06,406.22,104.74,62.64,0,NONE
2026-05-20 00:40:58.283160,Induction-Furnace-A,84.19,4.84,413.95,118.3,72.09,0,NONE
2026-05-20 00:42:58.283160,Induction-Furnace-A,76.67,5.88,413.39,104.84,63.8,0,NONE
2026-05-20 00:44:58.283160,Heavy-Extruder-B,94.15,5.81,413.06,120.16,73.07,0,NONE
2026-05-20 00:46:58.283160,Heavy-Extruder-B,79.5,2.96,416.11,125.32,76.77,0,NONE
2026-05-20 00:48:58.283160,Stamping-Press-C,83.83,4.96,422.15,132.8,82.53,0,NONE
2026-05-20 00:50:58.283160,Heavy-Extruder-B,78.64,4.36,413.48,136.92,83.35,0,NONE
2026-05-20 00:52:58.283160,Stamping-Press-C,102.39,4.62,415.85,113.91,69.74,0,NONE
2026-05-20 00:54:58.283160,Heavy-Extruder-B,81.79,4.18,418.63,127.49,78.57,0,NONE
2026-05-20 00:56:58.283160,Induction-Furnace-A,103.33,4.59,417.77,127.39,78.35,0,NONE
2026-05-20 00:58:58.283160,Stamping-Press-C,93.14,4.62,411.93,124.92,75.75,0,NONE
2026-05-20 01:00:58.283160,Stamping-Press-C,89.82,4.04,415.48,112.81,69.0,0,NONE
2026-05-20 01:02:58.283160,Induction-Furnace-A,88.69,3.78,417.74,104.58,64.32,0,NONE
2026-05-20 01:04:58.283160,Stamping-Press-C,88.94,4.14,409.36,127.53,76.86,0,NONE
2026-05-20 01:06:58.283160,Stamping-Press-C,65.72,4.69,421.32,94.4,58.55,0,NONE
2026-05-20 01:08:58.283160,Heavy-Extruder-B,82.21,4.98,422.16,115.98,72.08,0,NONE
2026-05-20 01:10:58.283160,Stamping-Press-C,93.45,5.18,411.39,81.7,49.48,0,NONE
2026-05-20 01:12:58.283160,Cooling-Tower-D,84.51,4.1,415.97,99.95,61.21,0,NONE
2026-05-20 01:14:58.283160,Induction-Furnace-A,70.95,4.73,418.21,106.84,65.78,0,NONE
2026-05-20 01:16:58.283160,Heavy-Extruder-B,84.48,5.27,412.27,136.45,82.82,0,NONE
2026-05-20 01:18:58.283160,Heavy-Extruder-B,102.04,5.43,417.41,130.32,80.08,0,NONE
2026-05-20 01:20:58.283160,Cooling-Tower-D,97.47,4.45,415.82,111.69,68.37,0,NONE
2026-05-20 01:22:58.283160,Induction-Furnace-A,84.38,4.32,407.66,130.94,78.58,0,NONE
2026-05-20 01:24:58.283160,Induction-Furnace-A,94.51,4.65,417.3,133.31,81.9,0,NONE
2026-05-20 01:26:58.283160,Heavy-Extruder-B,81.33,3.58,409.5,117.59,70.89,0,NONE
2026-05-20 01:28:58.283160,Stamping-Press-C,67.96,4.35,419.7,99.23,61.31,0,NONE
2026-05-20 01:30:58.283160,Heavy-Extruder-B,75.76,5.1,411.64,116.88,70.83,0,NONE
2026-05-20 01:32:58.283160,Induction-Furnace-A,100.63,5.01,414.19,118.53,72.28,0,NONE
2026-05-20 01:34:58.283160,Cooling-Tower-D,82.26,4.28,421.86,101.51,63.05,0,NONE
2026-05-20 01:36:58.283160,Heavy-Extruder-B,82.57,4.67,417.48,125.51,77.14,0,NONE
2026-05-20 01:38:58.283160,Induction-Furnace-A,82.0,3.84,409.6,124.2,74.89,0,NONE
2026-05-20 01:40:58.283160,Heavy-Extruder-B,104.04,5.06,409.93,126.68,76.45,0,NONE
2026-05-20 01:42:58.283160,Stamping-Press-C,101.26,4.44,412.0,124.18,75.32,0,NONE
2026-05-20 01:44:58.283160,Heavy-Extruder-B,107.19,4.28,416.97,130.95,80.38,0,NONE
2026-05-20 01:46:58.283160,Heavy-Extruder-B,83.41,4.21,416.79,117.31,71.98,0,NONE
2026-05-20 01:48:58.283160,Induction-Furnace-A,87.96,4.45,410.78,123.03,74.4,0,NONE
2026-05-20 01:50:58.283160,Induction-Furnace-A,69.83,4.14,409.16,114.03,68.69,0,NONE
2026-05-20 01:52:58.283160,Induction-Furnace-A,99.77,11.53,416.41,111.23,68.19,1,ERR-VIB-WARN
2026-05-20 01:54:58.283160,Heavy-Extruder-B,73.32,4.18,414.09,140.07,85.39,0,NONE
2026-05-20 01:56:58.283160,Stamping-Press-C,87.17,5.77,425.79,89.34,56.0,0,NONE
2026-05-20 01:58:58.283160,Cooling-Tower-D,74.03,5.67,415.18,133.15,81.39,0,NONE
2026-05-20 02:00:58.283160,Cooling-Tower-D,79.11,3.79,424.07,110.69,69.11,0,NONE
2026-05-20 02:02:58.283160,Induction-Furnace-A,76.63,4.56,409.15,108.75,65.5,0,NONE
2026-05-20 02:04:58.283160,Induction-Furnace-A,78.92,3.98,407.13,123.92,74.28,0,NONE
2026-05-20 02:06:58.283160,Heavy-Extruder-B,79.61,4.24,409.4,97.66,58.86,0,NONE
2026-05-20 02:08:58.283160,Cooling-Tower-D,79.52,6.1,420.95,107.76,66.78,0,NONE
